,Market,Date,Variety,Grade,Arrivals,Unit,Min,Max,Modal,District
6922,PUTTUR,2020-11-18,COCA,AVERAGE,955.0,Quintal,8000.0,19000.0,13500.0,Dakshina Kannada
5088,MANGALURU,2020-11-18,NEW VARIETY,AVERAGE,50.0,Quintal,26000.0,33500.0,28500.0,Dakshina Kannada
3643,BELTHANGADI,2020-11-18,NEW VARIETY,AVERAGE,20.0,Quintal,20500.0,40800.0,35000.0,Dakshina Kannada
1918,BANTWALA,2020-11-18,COCA,AVERAGE,88.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
1940,BANTWALA,2020-11-18,NEW VARIETY,AVERAGE,26.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
1962,BANTWALA,2020-11-18,OLD VARIETY,AVERAGE,14.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
6944,PUTTUR,2020-11-18,NEW VARIETY,AVERAGE,118.0,Quintal,17000.0,32500.0,24750.0,Dakshina Kannada
7500,PUTTUR,2020-11-18,GRADE- II,AVERAGE,15000.0,Numbers,9500.0,17000.0,13250.0,Dakshina Kannada
5073,MANGALURU,2020-11-18,COCA,AVERAGE,50.0,Quintal,16000.0,27000.0,26000.0,Dakshina Kannada
3626,BELTHANGADI,2020-11-18,COCA,AVERAGE,8.0,Quintal,17000.0,29000.0,25000.0,Dakshina Kannada
3644,BELTHANGADI,2020-11-19,NEW VARIETY,AVERAGE,264.0,Quintal,20000.0,34500.0,30000.0,Dakshina Kannada
6923,PUTTUR,2020-11-19,COCA,AVERAGE,520.0,Quintal,8000.0,19000.0,13500.0,Dakshina Kannada
7908,PUTTUR,2020-11-19,OTHER,AVERAGE,5.0,Quintal,21000.0,32500.0,26750.0,Dakshina Kannada
1919,BANTWALA,2020-11-19,COCA,AVERAGE,67.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
6945,PUTTUR,2020-11-19,NEW VARIETY,AVERAGE,180.0,Quintal,17000.0,32500.0,24750.0,Dakshina Kannada
1941,BANTWALA,2020-11-19,NEW VARIETY,AVERAGE,18.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
5074,MANGALURU,2020-11-19,COCA,AVERAGE,50.0,Quintal,16000.0,27000.0,26000.0,Dakshina Kannada
3657,BELTHANGADI,2020-11-19,OLD VARIETY,AVERAGE,15.0,Quintal,37570.0,40800.0,39000.0,Dakshina Kannada
1963,BANTWALA,2020-11-19,OLD VARIETY,AVERAGE,32.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
3627,BELTHANGADI,2020-11-19,COCA,AVERAGE,40.0,Quintal,16000.0,23000.0,20000.0,Dakshina Kannada
5075,MANGALURU,2020-11-20,COCA,AVERAGE,50.0,Quintal,16000.0,27000.0,26000.0,Dakshina Kannada
3645,BELTHANGADI,2020-11-20,NEW VARIETY,AVERAGE,272.0,Quintal,18000.0,34800.0,25000.0,Dakshina Kannada
6924,PUTTUR,2020-11-20,COCA,AVERAGE,1013.0,Quintal,8000.0,19000.0,13500.0,Dakshina Kannada
6946,PUTTUR,2020-11-20,NEW VARIETY,AVERAGE,213.0,Quintal,17000.0,32500.0,24750.0,Dakshina Kannada
7909,PUTTUR,2020-11-20,OTHER,AVERAGE,10.0,Quintal,21000.0,32500.0,26750.0,Dakshina Kannada
3628,BELTHANGADI,2020-11-20,COCA,AVERAGE,2.0,Quintal,17000.0,23000.0,20000.0,Dakshina Kannada
1920,BANTWALA,2020-11-20,COCA,AVERAGE,52.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
1964,BANTWALA,2020-11-20,OLD VARIETY,AVERAGE,20.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
1942,BANTWALA,2020-11-20,NEW VARIETY,AVERAGE,13.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
7501,PUTTUR,2020-11-20,GRADE- II,AVERAGE,29583.0,Numbers,9500.0,17000.0,13250.0,Dakshina Kannada
6947,PUTTUR,2020-11-21,NEW VARIETY,AVERAGE,139.0,Quintal,17000.0,32500.0,24750.0,Dakshina Kannada
1921,BANTWALA,2020-11-21,COCA,AVERAGE,32.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
1965,BANTWALA,2020-11-21,OLD VARIETY,AVERAGE,18.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
3646,BELTHANGADI,2020-11-21,NEW VARIETY,AVERAGE,769.0,Quintal,18000.0,34000.0,25000.0,Dakshina Kannada
1943,BANTWALA,2020-11-21,NEW VARIETY,AVERAGE,7.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
3629,BELTHANGADI,2020-11-21,COCA,AVERAGE,21.0,Quintal,17000.0,22000.0,20000.0,Dakshina Kannada
7910,PUTTUR,2020-11-21,OTHER,AVERAGE,10.0,Quintal,21000.0,32500.0,26750.0,Dakshina Kannada
4375,BELTHANGADI,2020-11-21,OTHER,AVERAGE,2.0,Quintal,31000.0,32500.0,32000.0,Dakshina Kannada
3658,BELTHANGADI,2020-11-21,OLD VARIETY,AVERAGE,87.0,Quintal,36300.0,41000.0,40000.0,Dakshina Kannada
6925,PUTTUR,2020-11-21,COCA,AVERAGE,986.0,Quintal,8000.0,19000.0,13500.0,Dakshina Kannada
7502,PUTTUR,2020-11-21,GRADE- II,AVERAGE,58000.0,Numbers,9500.0,17000.0,13250.0,Dakshina Kannada
3647,BELTHANGADI,2020-11-23,NEW VARIETY,AVERAGE,13.0,Quintal,22000.0,33000.0,30000.0,Dakshina Kannada
8513,SULYA,2020-11-23,NEW VARIETY,AVERAGE,116.0,Quintal,21500.0,32000.0,25000.0,Dakshina Kannada
1966,BANTWALA,2020-11-23,OLD VARIETY,AVERAGE,25.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
1922,BANTWALA,2020-11-23,COCA,AVERAGE,31.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
7503,PUTTUR,2020-11-23,GRADE- II,AVERAGE,22352.0,Numbers,9500.0,17000.0,13250.0,Dakshina Kannada
8519,SULYA,2020-11-23,OLD VARIETY,AVERAGE,480.0,Quintal,32000.0,40500.0,38800.0,Dakshina Kannada
8852,SULYA,2020-11-23,BLACK PEPPER,AVERAGE,15.0,Quintal,21000.0,32500.0,30000.0,Dakshina Kannada
6926,PUTTUR,2020-11-23,COCA,AVERAGE,941.0,Quintal,8000.0,19000.0,13500.0,Dakshina Kannada
6948,PUTTUR,2020-11-23,NEW VARIETY,AVERAGE,168.0,Quintal,17000.0,32500.0,24750.0,Dakshina Kannada
8506,SULYA,2020-11-23,COCA,AVERAGE,264.0,Quintal,8500.0,21500.0,20000.0,Dakshina Kannada
5076,MANGALURU,2020-11-23,COCA,AVERAGE,100.0,Quintal,16000.0,27000.0,26000.0,Dakshina Kannada
7911,PUTTUR,2020-11-23,OTHER,AVERAGE,16.0,Quintal,21000.0,32500.0,26750.0,Dakshina Kannada
5089,MANGALURU,2020-11-23,NEW VARIETY,AVERAGE,50.0,Quintal,26000.0,33500.0,28500.0,Dakshina Kannada
1944,BANTWALA,2020-11-23,NEW VARIETY,AVERAGE,10.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
1923,BANTWALA,2020-11-24,COCA,AVERAGE,65.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
1967,BANTWALA,2020-11-24,OLD VARIETY,AVERAGE,51.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
4376,BELTHANGADI,2020-11-24,OTHER,AVERAGE,3.0,Quintal,24000.0,32500.0,30000.0,Dakshina Kannada
7504,PUTTUR,2020-11-24,GRADE- II,AVERAGE,18000.0,Numbers,9500.0,17000.0,13250.0,Dakshina Kannada
6927,PUTTUR,2020-11-24,COCA,AVERAGE,975.0,Quintal,8000.0,19000.0,13500.0,Dakshina Kannada
6949,PUTTUR,2020-11-24,NEW VARIETY,AVERAGE,212.0,Quintal,17000.0,32500.0,24750.0,Dakshina Kannada
7912,PUTTUR,2020-11-24,OTHER,AVERAGE,12.0,Quintal,21000.0,32500.0,26750.0,Dakshina Kannada
1945,BANTWALA,2020-11-24,NEW VARIETY,AVERAGE,18.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
3648,BELTHANGADI,2020-11-24,NEW VARIETY,AVERAGE,319.0,Quintal,19000.0,33800.0,22000.0,Dakshina Kannada
5090,MANGALURU,2020-11-24,NEW VARIETY,AVERAGE,50.0,Quintal,26000.0,33500.0,28500.0,Dakshina Kannada
3664,BELTHANGADI,2020-11-24,OTHER,AVERAGE,29.0,Quintal,18860.0,28000.0,25000.0,Dakshina Kannada
8514,SULYA,2020-11-24,NEW VARIETY,AVERAGE,1265.0,Quintal,21500.0,32000.0,26000.0,Dakshina Kannada
8520,SULYA,2020-11-24,OLD VARIETY,AVERAGE,36.0,Quintal,32000.0,40500.0,38900.0,Dakshina Kannada
5077,MANGALURU,2020-11-24,COCA,AVERAGE,50.0,Quintal,16000.0,27000.0,26000.0,Dakshina Kannada
8690,SULYA,2020-11-24,GRADE- II,AVERAGE,226668.0,Numbers,7000.0,16000.0,10000.0,Dakshina Kannada
8507,SULYA,2020-11-24,COCA,AVERAGE,1119.0,Quintal,8500.0,21500.0,18500.0,Dakshina Kannada
3659,BELTHANGADI,2020-11-24,OLD VARIETY,AVERAGE,1.0,Quintal,39750.0,40500.0,40000.0,Dakshina Kannada
7505,PUTTUR,2020-11-25,GRADE- II,AVERAGE,45576.0,Numbers,9500.0,17000.0,13250.0,Dakshina Kannada
1968,BANTWALA,2020-11-25,OLD VARIETY,AVERAGE,30.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
6928,PUTTUR,2020-11-25,COCA,AVERAGE,943.0,Quintal,8000.0,19000.0,13500.0,Dakshina Kannada
1946,BANTWALA,2020-11-25,NEW VARIETY,AVERAGE,8.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
3649,BELTHANGADI,2020-11-25,NEW VARIETY,AVERAGE,1118.0,Quintal,17000.0,34000.0,25000.0,Dakshina Kannada
6950,PUTTUR,2020-11-25,NEW VARIETY,AVERAGE,112.0,Quintal,17000.0,32500.0,24750.0,Dakshina Kannada
1924,BANTWALA,2020-11-25,COCA,AVERAGE,71.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
7913,PUTTUR,2020-11-25,OTHER,AVERAGE,18.0,Quintal,21000.0,32500.0,26750.0,Dakshina Kannada
8853,SULYA,2020-11-26,BLACK PEPPER,AVERAGE,4.0,Quintal,21000.0,32000.0,31700.0,Dakshina Kannada
5078,MANGALURU,2020-11-26,COCA,AVERAGE,50.0,Quintal,16000.0,27000.0,26000.0,Dakshina Kannada
3650,BELTHANGADI,2020-11-26,NEW VARIETY,AVERAGE,257.0,Quintal,33000.0,34000.0,33500.0,Dakshina Kannada
8521,SULYA,2020-11-26,OLD VARIETY,AVERAGE,129.0,Quintal,32000.0,40500.0,38800.0,Dakshina Kannada
1969,BANTWALA,2020-11-26,OLD VARIETY,AVERAGE,80.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
7914,PUTTUR,2020-11-26,OTHER,AVERAGE,10.0,Quintal,21000.0,32500.0,26750.0,Dakshina Kannada
8508,SULYA,2020-11-26,COCA,AVERAGE,137.0,Quintal,8500.0,22000.0,20200.0,Dakshina Kannada
6951,PUTTUR,2020-11-26,NEW VARIETY,AVERAGE,118.0,Quintal,17000.0,32500.0,24750.0,Dakshina Kannada
3665,BELTHANGADI,2020-11-26,OTHER,AVERAGE,3.0,Quintal,27000.0,29000.0,28000.0,Dakshina Kannada
6929,PUTTUR,2020-11-26,COCA,AVERAGE,962.0,Quintal,8000.0,19000.0,13500.0,Dakshina Kannada
7506,PUTTUR,2020-11-26,GRADE- II,AVERAGE,30000.0,Numbers,9500.0,17000.0,13250.0,Dakshina Kannada
5091,MANGALURU,2020-11-26,NEW VARIETY,AVERAGE,50.0,Quintal,26000.0,33500.0,28500.0,Dakshina Kannada
4377,BELTHANGADI,2020-11-26,OTHER,AVERAGE,1.0,Quintal,31000.0,32500.0,31500.0,Dakshina Kannada
8515,SULYA,2020-11-26,NEW VARIETY,AVERAGE,46.0,Quintal,21500.0,32000.0,25000.0,Dakshina Kannada
3660,BELTHANGADI,2020-11-26,OLD VARIETY,AVERAGE,29.0,Quintal,39000.0,40000.0,39500.0,Dakshina Kannada
1947,BANTWALA,2020-11-26,NEW VARIETY,AVERAGE,17.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
1925,BANTWALA,2020-11-26,COCA,AVERAGE,59.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
3651,BELTHANGADI,2020-11-27,NEW VARIETY,AVERAGE,58.0,Quintal,22000.0,34000.0,30000.0,Dakshina Kannada
8854,SULYA,2020-11-27,BLACK PEPPER,AVERAGE,1.0,Quintal,21000.0,32000.0,27500.0,Dakshina Kannada
1926,BANTWALA,2020-11-27,COCA,AVERAGE,45.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
8516,SULYA,2020-11-27,NEW VARIETY,AVERAGE,356.0,Quintal,22000.0,32000.0,30500.0,Dakshina Kannada
1948,BANTWALA,2020-11-27,NEW VARIETY,AVERAGE,9.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
5079,MANGALURU,2020-11-27,COCA,AVERAGE,50.0,Quintal,16000.0,27000.0,26000.0,Dakshina Kannada
7915,PUTTUR,2020-11-27,OTHER,AVERAGE,15.0,Quintal,21000.0,32500.0,26750.0,Dakshina Kannada
6952,PUTTUR,2020-11-27,NEW VARIETY,AVERAGE,212.0,Quintal,17000.0,33000.0,25000.0,Dakshina Kannada
1970,BANTWALA,2020-11-27,OLD VARIETY,AVERAGE,70.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
6930,PUTTUR,2020-11-27,COCA,AVERAGE,1780.0,Quintal,8000.0,19000.0,13500.0,Dakshina Kannada
8509,SULYA,2020-11-27,COCA,AVERAGE,31.0,Quintal,10000.0,22000.0,20600.0,Dakshina Kannada
5092,MANGALURU,2020-11-27,NEW VARIETY,AVERAGE,50.0,Quintal,26000.0,33000.0,28000.0,Dakshina Kannada
7507,PUTTUR,2020-11-27,GRADE- II,AVERAGE,15576.0,Numbers,9500.0,17000.0,13500.0,Dakshina Kannada
7916,PUTTUR,2020-11-30,OTHER,AVERAGE,15.0,Quintal,21000.0,32500.0,26750.0,Dakshina Kannada
3652,BELTHANGADI,2020-11-30,NEW VARIETY,AVERAGE,74.0,Quintal,20900.0,33000.0,30000.0,Dakshina Kannada
3666,BELTHANGADI,2020-11-30,OTHER,AVERAGE,25.0,Quintal,18500.0,29000.0,25000.0,Dakshina Kannada
1927,BANTWALA,2020-11-30,COCA,AVERAGE,30.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
8691,SULYA,2020-11-30,GRADE- II,AVERAGE,319905.0,Numbers,6000.0,16000.0,10000.0,Dakshina Kannada
7508,PUTTUR,2020-11-30,GRADE- II,AVERAGE,36576.0,Numbers,10000.0,20000.0,15000.0,Dakshina Kannada
5093,MANGALURU,2020-11-30,NEW VARIETY,AVERAGE,50.0,Quintal,26000.0,33000.0,28500.0,Dakshina Kannada
6931,PUTTUR,2020-11-30,COCA,AVERAGE,1362.0,Quintal,8000.0,19000.0,13500.0,Dakshina Kannada
8510,SULYA,2020-11-30,COCA,AVERAGE,321.0,Quintal,10000.0,22000.0,18500.0,Dakshina Kannada
1949,BANTWALA,2020-11-30,NEW VARIETY,AVERAGE,7.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
1971,BANTWALA,2020-11-30,OLD VARIETY,AVERAGE,180.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
5080,MANGALURU,2020-11-30,COCA,AVERAGE,50.0,Quintal,16000.0,27000.0,26000.0,Dakshina Kannada
8522,SULYA,2020-11-30,OLD VARIETY,AVERAGE,53.0,Quintal,32000.0,40500.0,38400.0,Dakshina Kannada
8855,SULYA,2020-11-30,BLACK PEPPER,AVERAGE,28.0,Quintal,21000.0,32500.0,27600.0,Dakshina Kannada
3630,BELTHANGADI,2020-11-30,COCA,AVERAGE,24.0,Quintal,15000.0,24000.0,20000.0,Dakshina Kannada
8517,SULYA,2020-11-30,NEW VARIETY,AVERAGE,373.0,Quintal,22000.0,32000.0,24600.0,Dakshina Kannada
6953,PUTTUR,2020-11-30,NEW VARIETY,AVERAGE,118.0,Quintal,17000.0,33000.0,25000.0,Dakshina Kannada
994,BANTWALA,2020-12-01,COCA,AVERAGE,39.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
6037,PUTTUR,2020-12-01,NEW VARIETY,AVERAGE,6.0,Quintal,17000.0,33000.0,25000.0,Dakshina Kannada
1039,BANTWALA,2020-12-01,OLD VARIETY,AVERAGE,295.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
1017,BANTWALA,2020-12-01,NEW VARIETY,AVERAGE,14.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
5329,MANGALURU,2020-12-02,GRADE- II,AVERAGE,1200.0,Numbers,12000.0,16000.0,15000.0,Dakshina Kannada
5351,MANGALURU,2020-12-02,GRADE-I,AVERAGE,800.0,Numbers,18000.0,28000.0,25000.0,Dakshina Kannada
995,BANTWALA,2020-12-02,COCA,AVERAGE,50.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
4651,MANGALURU,2020-12-02,OLD VARIETY,AVERAGE,85.0,Quintal,25000.0,29000.0,28000.0,Dakshina Kannada
4629,MANGALURU,2020-12-02,NEW VARIETY,AVERAGE,85.0,Quintal,20000.0,25000.0,22000.0,Dakshina Kannada
5575,MANGALURU,2020-12-02,BLACK PEPPER,AVERAGE,50.0,Quintal,24000.0,29500.0,26000.0,Dakshina Kannada
2817,BELTHANGADI,2020-12-02,COCA,AVERAGE,2.0,Quintal,14000.0,16000.0,15000.0,Dakshina Kannada
2831,BELTHANGADI,2020-12-02,NEW VARIETY,AVERAGE,91.0,Quintal,24500.0,25300.0,25000.0,Dakshina Kannada
2858,BELTHANGADI,2020-12-02,OTHER,AVERAGE,3.0,Quintal,20000.0,22000.0,21000.0,Dakshina Kannada
6038,PUTTUR,2020-12-02,NEW VARIETY,AVERAGE,9.0,Quintal,17000.0,33000.0,25000.0,Dakshina Kannada
4607,MANGALURU,2020-12-02,COCA,AVERAGE,110.0,Quintal,16000.0,22000.0,19000.0,Dakshina Kannada
1018,BANTWALA,2020-12-02,NEW VARIETY,AVERAGE,15.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
1040,BANTWALA,2020-12-02,OLD VARIETY,AVERAGE,150.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
4944,MANGALURU,2020-12-03,NEW VARIETY,AVERAGE,100.0,Quintal,20000.0,26600.0,22000.0,Dakshina Kannada
5448,MANGALURU,2020-12-03,GRADE-I,AVERAGE,700.0,Numbers,16000.0,28000.0,22000.0,Dakshina Kannada
3389,BELTHANGADI,2020-12-03,NEW VARIETY,AVERAGE,305.0,Quintal,25000.0,26000.0,25500.0,Dakshina Kannada
4962,MANGALURU,2020-12-03,OLD VARIETY,AVERAGE,120.0,Quintal,24000.0,30000.0,27000.0,Dakshina Kannada
5430,MANGALURU,2020-12-03,GRADE- II,AVERAGE,850.0,Numbers,14000.0,18000.0,15000.0,Dakshina Kannada
3377,BELTHANGADI,2020-12-03,COCA,AVERAGE,18.0,Quintal,14000.0,16000.0,15000.0,Dakshina Kannada
3402,BELTHANGADI,2020-12-03,OLD VARIETY,AVERAGE,246.0,Quintal,28000.0,30000.0,29000.0,Dakshina Kannada
5678,MANGALURU,2020-12-03,BLACK PEPPER,AVERAGE,10.0,Quintal,24000.0,29000.0,26000.0,Dakshina Kannada
4926,MANGALURU,2020-12-03,COCA,AVERAGE,110.0,Quintal,16000.0,24000.0,19000.0,Dakshina Kannada
4326,BELTHANGADI,2020-12-03,OTHER,AVERAGE,44.0,Quintal,27000.0,29000.0,28000.0,Dakshina Kannada
8726,SULYA,2020-12-04,BLACK PEPPER,AVERAGE,60.0,Quintal,20000.0,30000.0,23000.0,Dakshina Kannada
996,BANTWALA,2020-12-04,COCA,AVERAGE,22.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
6039,PUTTUR,2020-12-04,NEW VARIETY,AVERAGE,15.0,Quintal,17000.0,33000.0,25000.0,Dakshina Kannada
1019,BANTWALA,2020-12-04,NEW VARIETY,AVERAGE,12.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
8072,SULYA,2020-12-04,COCA,AVERAGE,330.0,Quintal,10000.0,22000.0,20000.0,Dakshina Kannada
8084,SULYA,2020-12-04,NEW VARIETY,AVERAGE,102.0,Quintal,22000.0,33000.0,25000.0,Dakshina Kannada
1041,BANTWALA,2020-12-04,OLD VARIETY,AVERAGE,340.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
5031,MANGALURU,2020-12-05,COCA,AVERAGE,337.0,Quintal,15000.0,22100.0,18000.0,Dakshina Kannada
6040,PUTTUR,2020-12-05,NEW VARIETY,AVERAGE,16.0,Quintal,17000.0,33000.0,25000.0,Dakshina Kannada
3534,BELTHANGADI,2020-12-05,NEW VARIETY,AVERAGE,379.0,Quintal,25200.0,26500.0,26000.0,Dakshina Kannada
997,BANTWALA,2020-12-05,COCA,AVERAGE,19.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
8073,SULYA,2020-12-05,COCA,AVERAGE,18.0,Quintal,10000.0,22000.0,13800.0,Dakshina Kannada
1020,BANTWALA,2020-12-05,NEW VARIETY,AVERAGE,8.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
1042,BANTWALA,2020-12-05,OLD VARIETY,AVERAGE,52.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
8085,SULYA,2020-12-05,NEW VARIETY,AVERAGE,398.0,Quintal,22000.0,33000.0,23700.0,Dakshina Kannada
3284,BELTHANGADI,2020-12-06,NEW VARIETY,AVERAGE,110.0,Quintal,28900.0,29800.0,29500.0,Dakshina Kannada
4876,MANGALURU,2020-12-06,COCA,AVERAGE,485.0,Quintal,16000.0,22500.0,19000.0,Dakshina Kannada
998,BANTWALA,2020-12-07,COCA,AVERAGE,26.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
1021,BANTWALA,2020-12-07,NEW VARIETY,AVERAGE,17.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
6041,PUTTUR,2020-12-07,NEW VARIETY,AVERAGE,30.0,Quintal,19500.0,33000.0,26250.0,Dakshina Kannada
1043,BANTWALA,2020-12-07,OLD VARIETY,AVERAGE,118.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
999,BANTWALA,2020-12-08,COCA,AVERAGE,45.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
2279,BANTWALA,2020-12-08,MEDIUM,AVERAGE,50000.0,Numbers,8000.0,16000.0,11000.0,Dakshina Kannada
1044,BANTWALA,2020-12-08,OLD VARIETY,AVERAGE,235.0,Quintal,30000.0,41000.0,39000.0,Dakshina Kannada
1022,BANTWALA,2020-12-08,NEW VARIETY,AVERAGE,20.0,Quintal,22500.0,33000.0,28500.0,Dakshina Kannada
8074,SULYA,2020-12-08,COCA,AVERAGE,105.0,Quintal,10000.0,22000.0,19300.0,Dakshina Kannada
7655,PUTTUR,2020-12-08,OTHER,AVERAGE,7.0,Quintal,21000.0,32500.0,26750.0,Dakshina Kannada
6042,PUTTUR,2020-12-08,NEW VARIETY,AVERAGE,61.0,Quintal,19500.0,33000.0,26250.0,Dakshina Kannada
2585,BELTHANGADI,2020-12-08,OTHER,AVERAGE,49.0,Quintal,28000.0,29000.0,28500.0,Dakshina Kannada
2560,BELTHANGADI,2020-12-08,NEW VARIETY,AVERAGE,643.0,Quintal,35000.0,36000.0,35500.0,Dakshina Kannada
2543,BELTHANGADI,2020-12-08,COCA,AVERAGE,14.0,Quintal,19000.0,20000.0,19500.0,Dakshina Kannada
8095,SULYA,2020-12-08,OLD VARIETY,AVERAGE,588.0,Quintal,33000.0,40000.0,39300.0,Dakshina Kannada
5537,MANGALURU,2020-12-08,BLACK PEPPER,AVERAGE,15.0,Quintal,24500.0,31000.0,28000.0,Dakshina Kannada
7302,PUTTUR,2020-12-08,GRADE- II,AVERAGE,3578.0,Numbers,10000.0,20000.0,15000.0,Dakshina Kannada
4524,MANGALURU,2020-12-08,NEW VARIETY,AVERAGE,50.0,Quintal,32000.0,36000.0,34500.0,Dakshina Kannada
4509,MANGALURU,2020-12-08,COCA,AVERAGE,2500.0,Quintal,24000.0,28000.0,26000.0,Dakshina Kannada
6019,PUTTUR,2020-12-08,COCA,AVERAGE,465.0,Quintal,9000.0,22000.0,15500.0,Dakshina Kannada
1000,BANTWALA,2020-12-09,COCA,AVERAGE,22.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
1023,BANTWALA,2020-12-09,NEW VARIETY,AVERAGE,13.0,Quintal,22500.0,32000.0,27500.0,Dakshina Kannada
6020,PUTTUR,2020-12-09,COCA,AVERAGE,365.0,Quintal,9000.0,22000.0,15500.0,Dakshina Kannada
1045,BANTWALA,2020-12-09,OLD VARIETY,AVERAGE,126.0,Quintal,30000.0,40000.0,38000.0,Dakshina Kannada
7656,PUTTUR,2020-12-09,OTHER,AVERAGE,10.0,Quintal,21000.0,32500.0,26750.0,Dakshina Kannada
6043,PUTTUR,2020-12-09,NEW VARIETY,AVERAGE,51.0,Quintal,19500.0,32000.0,25750.0,Dakshina Kannada
4395,BELTHANGADI,2020-12-10,OTHER,AVERAGE,1.0,Quintal,31000.0,32000.0,31500.0,Dakshina Kannada
5737,MANGALURU,2020-12-10,BLACK PEPPER,AVERAGE,100.0,Quintal,25000.0,32500.0,28000.0,Dakshina Kannada
5125,MANGALURU,2020-12-10,COCA,AVERAGE,100.0,Quintal,20000.0,27000.0,26000.0,Dakshina Kannada
5146,MANGALURU,2020-12-10,NEW VARIETY,AVERAGE,100.0,Quintal,32000.0,35000.0,34500.0,Dakshina Kannada
1046,BANTWALA,2020-12-10,OLD VARIETY,AVERAGE,176.0,Quintal,30000.0,39500.0,37500.0,Dakshina Kannada
1024,BANTWALA,2020-12-10,NEW VARIETY,AVERAGE,15.0,Quintal,22500.0,32000.0,27500.0,Dakshina Kannada
4105,BELTHANGADI,2020-12-10,GRADE-I,AVERAGE,10000.0,Numbers,15500.0,16500.0,16000.0,Dakshina Kannada
7303,PUTTUR,2020-12-10,GRADE- II,AVERAGE,24467.0,Numbers,10000.0,20000.0,15000.0,Dakshina Kannada
6044,PUTTUR,2020-12-10,NEW VARIETY,AVERAGE,313.0,Quintal,19500.0,32000.0,25750.0,Dakshina Kannada
5164,MANGALURU,2020-12-10,OLD VARIETY,AVERAGE,100.0,Quintal,35000.0,39000.0,36500.0,Dakshina Kannada
7657,PUTTUR,2020-12-10,OTHER,AVERAGE,13.0,Quintal,21000.0,33000.0,27000.0,Dakshina Kannada
5485,MANGALURU,2020-12-10,GRADE-I,AVERAGE,1000.0,Numbers,24000.0,32000.0,28000.0,Dakshina Kannada
5476,MANGALURU,2020-12-10,GRADE- II,AVERAGE,500.0,Numbers,18000.0,22000.0,20000.0,Dakshina Kannada
8096,SULYA,2020-12-10,OLD VARIETY,AVERAGE,699.0,Quintal,33000.0,39000.0,38000.0,Dakshina Kannada
6021,PUTTUR,2020-12-10,COCA,AVERAGE,787.0,Quintal,9000.0,22000.0,15500.0,Dakshina Kannada
1001,BANTWALA,2020-12-10,COCA,AVERAGE,19.0,Quintal,10000.0,22500.0,20000.0,Dakshina Kannada
4117,BELTHANGADI,2020-12-10,GRADE-I,AVERAGE,10000.0,Numbers,15500.0,16500.0,16000.0,Dakshina Kannada
